code,product_name_en,brands,countries,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,fiber_value,fiber_unit,proteins_value,proteins_unit,salt_value,protein_per_100kcal,hover_label,z_kcal,score_kcal_0_100,z_proteinpd,score_proteinpd_0_100,z_sugar,score_sugar_0_100,z_fiber,score_fiber_0_100,z_satfat,score_satfat_0_100,cutting_score_0_100
637480004305,High Protein Bar Chocolate Peanut Butter,Atkins,Ireland,240.0,kcal,15.0,g,0.0,,23.0,g,0.0,,12.0,g,16.0,g,0.0,6.666666666666667,High Protein Bar Chocolate Peanut Butter | Atkins,0.7481597492387613,77.28180969431779,-0.4325976670920062,33.265354228325684,0.9363007920423193,82.54408297571491,0.4607283732437082,67.75032520245746,1.2270780942562918,89.01033798372141,61.97175345727486
8000500444726,Fulfill Chocolate Capuccino Flavour Protein Bar,Fulfill,Ireland,374.0,kcal,16.0,g,9.0,g,31.0,g,2.2,g,4.6,g,36.0,g,0.2075,9.62566844919786,Fulfill Chocolate Capuccino Flavour Protein Bar | Fulfill,-0.5327713532723908,29.709593312884543,0.7434969277352659,77.14095595625116,0.7299119628001216,76.72780002531289,-0.49237099337153817,31.122855053258647,-0.7897137681026472,21.484747440883524,48.96971296907097
686207401156,Dipped Snack Bar - Cookies & Crème,Simply Protein,"Ireland, World",100.0,kcal,2.5,g,1.5,g,13.0,g,4.0,g,4.0,g,7.0,g,0.25,7.0,Dipped Snack Bar - Cookies & Crème | Simply Protein,2.08644597574295,98.15308779733158,-0.30010990249399433,38.20466630300182,0.5610483752383234,71.26177201107116,-0.569649320394396,28.445778491078467,0.8909461171964687,81.35209610973753,70.87119301813755
686207006139,Snack Bar - Lemon Coconut,"Simply Protein, SimplyProtein","Canada, Ireland, World",150.0,kcal,4.5,g,3.0,g,17.0,g,2.0,g,7.0,g,13.0,g,0.45,8.666666666666666,"Snack Bar - Lemon Coconut | Simply Protein, SimplyProtein",1.6084866091343113,94.61356766735703,0.3623289204960656,64.1446875558145,0.7486745836403214,77.29733168139707,-0.18325768528010689,42.72979171691773,0.5548141401366455,71.04891028388364,79.09051919062898
602652434723,Kind Protein Max,Kind,Ireland,249.86,kcal,14.0,g,5.0,g,23.0,g,1.0,g,9.0,g,20.0,g,0.5,8.004482510205715,Kind Protein Max | Kind,0.6539061621435376,74.34138681691144,0.09913502457087074,53.94844682696737,0.8424876878413203,80.02424857463436,0.07433673812941914,52.96287774571311,0.10663817072354796,54.246198231541534,65.6592633240614
5391532124179,Chocolate and Peanut Butter Flavour Vitamin & Protein Bar,Fulfil,"France, Irlande, Royaume-Uni",205.0,kcal,8.69,g,3.8,g,16.005,g,1.502,g,3.102,g,20.02,g,0.1200375,9.765853658536585,Chocolate and Peanut Butter Flavour Vitamin & Protein Bar | Fulfil,1.0827313058648085,86.05361479038625,0.799215402780242,78.79172389053097,0.7953935095324188,78.6807682876105,-0.6853092165052731,24.65744085670397,0.3755437523714065,64.63719431385589,78.7433191349535
5213000780833,Protein bar caramel,stand,Ireland,344.0,kcal,3.5,g,0.0,,32.0,g,1.4,g,7.0,g,28.0,g,2.0,8.13953488372093,Protein bar caramel | stand,-0.24599573330720753,40.28427676831613,0.1528133857829306,56.07272793038932,0.8049624461609207,78.95793244773472,-0.18325768528010689,42.72979171691773,1.2270780942562918,89.01033798372141,49.73916674918512
393,Protein meal bar,Barrow’s,Ireland,363.636363636364,kcal,13.6363636363636,g,7.95454545454546,g,38.6363636363636,g,4.54545454545455,g,20.4545454545455,g,34.0909090909091,g,0.0,9.374999999999993,Protein meal bar | Barrow’s,-0.43370341182987665,33.22519143630653,0.6438654202668385,74.0168646517386,0.5098775911286872,69.49313889306404,1.5496502540203467,93.93872579544025,-0.5554399659094383,28.929688123209612,53.19230087126833
8681630145013,Hi protein bar,Züber,Ireland,358.0,kcal,6.8,g,4.3,g,38.0,g,28.0,g,6.6,g,33.0,g,0.0,9.217877094972067,Hi protein bar | Züber,-0.3798243559576264,35.203790071884065,0.5814148329039517,71.95195485392824,-1.6904661255856515,4.546940680059963,-0.23477656996201215,40.71910769858345,0.26349976001813213,60.391729575302456,47.31279402479459
4088600437200,Chocolate and salted caramel protein bar,,Ireland,360.0,kcal,13.5,g,6.0,g,23.9,g,3.1,g,11.1,g,37.4,g,0.62,10.388888888888888,Chocolate and salted caramel protein bar | Unknown,-0.39894273062197194,34.4967701402744,1.046849037585794,85.24153952583562,0.6454801690192226,74.06919672593817,0.34481088270942145,63.48817244698771,-0.11744981398300082,45.32518056710678,56.69612147156842
5034444103404,Protein flapjack bar,,Ireland,415.0,kcal,19.7,g,7.5,g,35.2,g,17.5,g,9.1,g,23.2,g,0.21,5.590361445783132,Protein flapjack bar | Unknown,-0.9246980338914746,17.75615012125884,-0.8603894853120936,19.4787189972216,-0.7054285314751624,24.027179677251077,0.0872164592998954,53.475027170973036,-0.453581791042824,32.50649309304761,21.320953913341853
5060088709276,White Choc & Raspberry Protein Flapjack,Trek,"Ireland, United Kingdom",234.0,kcal,11.0,g,4.7,g,25.0,g,12.0,g,1.8,g,9.5,g,0.295,4.0598290598290605,White Choc & Raspberry Protein Flapjack | Trek,0.8055148732317979,78.973868646063,-1.4687199286918438,7.095438491370065,-0.18945645836966818,42.48675391080931,-0.8530031861448746,19.68287686625207,0.17386456613551254,56.90140497140208,47.407557790776764
4779039682209,Protein peanut buter bar,ME2U,Ireland,399.0,kcal,14.6,g,12.8,g,39.1,g,16.4,g,8.1,g,30.0,g,0.0011,7.518796992481203,Protein peanut buter bar | ME2U,-0.7717510365767103,22.013094830417906,-0.0939071410519756,46.25914605846958,-0.6022341168540635,27.35091544093711,-0.04158075240486762,48.34164586628621,-1.6412481099875327,5.037296133344199,31.88992109810703
896404282148,Protein bar,Linea,Ireland,105.0,kcal,3.5,g,2.5,g,9.80000019073486,g,1.29999995231628,g,2.70000004768372,g,11.0,g,0.0,10.476190476190476,Protein bar | Linea,2.038650039082086,97.92575163266915,1.0815482140281312,86.02733370102025,0.8143437610543783,79.2275976638347,-0.7370856894690578,23.053512057817876,0.6668581324899199,74.75686219246681,87.45201506076481
16424586,Protein bar crispy cookie,Kaimun,Ireland,205.0,kcal,8.30000019073486,g,4.19999980926514,g,17.0,g,1.39999997615814,g,2.90000009536743,g,20.0,g,0.0,9.756097560975611,Protein bar crispy cookie | Kaimun,1.0827313058648085,86.05361479038625,0.7953377121090813,78.67914589685252,0.8049624483975996,78.9579325122719,-0.7113262409865763,23.844104709789583,0.2859086012301773,61.25259371055567,78.57020850373185
5390691017858,Coconut and Chocolate Vitamin & Protein Bar,Fulfil,"France, Ireland",344.0,kcal,14.1,g,10.2,g,19.6,g,3.5,g,18.7,g,18.7,g,0.19,5.436046511627906,Coconut and Chocolate Vitamin & Protein Bar | Fulfil,-0.24599573330720753,40.28427676831613,-0.9217240073230393,17.833627738560864,0.607954927338823,72.83913159262234,1.3236696916656203,90.7193615767002,-1.0586193497505054,14.488658548977378,36.632077439283044
5391532122731,Crispy caramel,Fulfil,Ireland,140.0,kcal,6.1,g,3.4,g,12.6,g,1.7,g,5.4,g,8.7,g,0.001,6.214285714285714,Crispy caramel | Fulfil,1.7040784824560389,95.58167870115493,-0.6124024904750226,27.013574723478083,0.7768185149006211,78.13670741930841,-0.3893332240077277,34.85148310455457,0.465178946254026,67.90983427680511,66.06217696353073
793869166474,Vegan protein bar chocolate caramel & peanut,Free* SOUL,Ireland,306.0,kcal,8.6,g,5.0,g,32.2,g,0.3,g,11.9,g,29.7,g,1.06,9.705882352941176,Vegan protein bar chocolate caramel & peanut | Free* SOUL,0.117253385315358,54.66703683638359,0.7753790101251617,78.09421328193037,0.9081568607820195,81.81023237990995,0.44784865207323193,67.28687858155013,0.10663817072354796,54.246198231541534,65.23970567150127
375534139329,Chocolate Orange Energy Balls,Jo's Absolute Nutrition,Ireland,432.0,kcal,23.0,g,15.0,g,46.0,g,39.0,g,12.6,g,7.1,g,0.05,1.6435185185185184,Chocolate Orange Energy Balls | Jo's Absolute Nutrition,-1.0872042185384119,13.847328344609972,-2.429114675270382,0.7567872071156778,-2.72241027179664,0.3240381495059397,0.5380067002665659,70.47137885642921,-2.13424167634194,1.6411501389687666,11.485499219320646
4056489642794,high protein vanilla quark bar,Milbona,"Ireland, Spain",287.0,kcal,15.0,g,11.2,g,19.0,g,10.0,g,0.0,g,22.0,g,0.07,7.665505226480836,high protein vanilla quark bar | Milbona,0.29887794462664075,61.748341199745646,-0.035596003139775165,48.580224766808385,-0.0018302499676702757,49.92698363118452,-1.084838167213448,13.89966689166578,-1.2827073344570543,9.97973146724312,52.006240243644065
5060578321469,Smart Bar,PhD,Ireland,373.0,kcal,16.0,g,11.0,g,36.0,g,3.0,g,0.0,,31.0,g,0.57,8.310991957104557,Smart Bar | PhD,-0.523212165940218,30.041330806416532,0.22096127891427253,58.743870863442346,0.6548614794393224,74.37215283560677,-1.084838167213448,13.89966689166578,-1.2378897375157447,10.78784740457484,41.20096481118668
722252130099,White Chocolate Macadamia Nut Flavour Energy Bar,Clif Bar,"Australia, France, Ireland, Sweden",411.0,kcal,11.0,g,2.7,g,62.0,g,31.0,g,5.9,g,13.0,g,0.82,3.16301703163017,White Chocolate Macadamia Nut Flavour Energy Bar | Clif Bar,-0.8864612845627836,18.76845038422765,-1.825169791333885,3.3987705462085236,-1.9719054381886483,2.4310201193943834,-0.3249346181553462,37.26152778962359,0.62204053554861,73.30423929165126,15.154474936577422
749826000176,Pure protein,Pure protein,Ireland,190.0,kcal,6.0,g,4.0,g,17.0,g,8.0,g,1.0,g,20.0,g,0.45,10.526315789473685,Pure protein | Pure protein,1.2261191158474,88.99230733738118,1.1014711861481332,86.46541808489386,0.18579595843432764,57.36976129732747,-0.9560409555086851,16.952577165529963,0.3307261554300967,62.95743280614647,81.10711329035928
5060221203937,Carb Killa High Protein Bar Chocolate Chip Cookie Dough,Grenade,"Australia, France, Ireland, Spain",364.0,kcal,15.0,g,7.2,g,28.0,g,3.1,g,11.0,g,34.0,g,0.56,9.340659340659341,Carb Killa High Protein Bar Chocolate Chip Cookie Dough | Grenade,-0.4371794799506631,33.09905950625544,0.6302162686942442,73.57234516860491,0.6454801690192226,74.06919672593817,0.3319311615389452,63.00293801935797,-0.3863553956308594,34.96167397377227,51.57302886607037
781159243462,Thermo lean protein snack bar,Youthful living,Ireland,292.0,kcal,7.0,g,6.0,g,20.5,g,11.5,g,14.0,g,27.0,g,0.0,9.246575342465754,Thermo lean protein snack bar | Youthful living,0.2510820079657769,59.91246470028607,0.5928213328789087,72.33496353115055,-0.14254990626916872,44.33228311578931,0.7183227966532343,76.37208614171055,-0.11744981398300082,45.32518056710678,63.875487158508925
5060088709269,Protein Flapjacks: Smooth Lemon,Trek,"Ireland, United Kingdom",230.0,kcal,11.0,g,4.6,g,24.0,g,13.0,g,1.8,g,9.5,g,0.315,4.130434782608696,Protein Flapjacks: Smooth Lemon | Trek,0.8437516225604891,80.05958929693182,-1.4406567455551411,7.484084025367515,-0.28326956257066715,38.84851038347258,-0.8530031861448746,19.68287686625207,0.19627336460616754,57.78018960625061,47.894512980515536
8681630155012,HI  protein bar badem ezmelu,Zuber,Ireland,176.0,kcal,5.9,g,1.2,g,16.0,g,8.4,g,3.7,g,15.0,g,0.0,8.522727272727273,HI  protein bar badem ezmelu | Zuber,1.359947738497819,91.30767686938202,0.3051182948741972,61.98619710643458,0.14827071675392803,55.89354377303594,-0.6082884839058248,27.14980787828192,0.9581725126084333,83.10121122917494,74.82464485789744
749826000145,Chocolate mint cookie protein bar,Pure protein,Ireland,180.0,kcal,4.5,g,3.0,g,17.0,g,2.0,g,1.0,g,19.0,g,0.0,10.555555555555555,Chocolate mint cookie protein bar | Pure protein,1.3217109891691279,90.68677960347999,1.1130929198848005,86.71657379246096,0.7486745836403214,77.29733168139707,-0.9560409555086851,16.952577165529963,0.5548141401366455,71.04891028388364,83.48065246843345
5391532122724,Crispy peanut flavour,Fulfil,Ireland,406.0,kcal,21.0,g,10.0,g,33.0,g,4.6,g,13.0,g,23.0,g,1.2,5.665024630541873,Crispy peanut flavour | Fulfil,-0.8386653479019197,20.08285644206526,-0.8307136099727318,20.306771797478934,0.5047605127177242,69.31364733336183,0.5895255849484712,72.22456228064544,-1.0138017528091958,15.53386793806737,26.107106965132715
5098732008376,Chocolate brownie flavour protein bar,Kinetica,Ireland,377.0,kcal,17.0,g,12.0,g,36.0,g,3.7,g,0.0,,31.0,g,0.2,8.222811671087532,Chocolate brownie flavour protein bar | Kinetica,-0.5614489152689092,28.724577299044086,0.18591285198624571,57.37434482598758,0.5891923064986231,72.21338612315577,-1.084838167213448,13.89966689166578,-1.4619777222222934,7.187365738883305,39.82571349167348
8682773702330,Protein bar,,Ireland,379.0,kcal,18.0,g,9.2,g,43.4,g,5.9,g,7.1,g,26.0,g,0.03,6.860158311345646,Protein bar | Unknown,-0.5805672899332547,28.07660615855984,-0.3556918406762738,36.10356780765245,0.3828034772564254,64.90672584735746,-0.17037796410963063,43.23564504284363,-0.8345313650439568,20.199081021463623,33.769066496014254
5391528850013,Natural Protein Bar,All Real,Ireland,180.0,kcal,7.0,g,1.5,g,12.0,g,10.0,g,8.0,g,16.0,g,0.0975,8.88888888888889,Natural Protein Bar | All Real,1.3217109891691279,90.68677960347999,0.4506540968947406,67.3880564559299,-0.0018302499676702757,49.92698363118452,-0.05446047357534388,47.828414967337466,0.8909461171964687,81.35209610973753,77.23509636051891
8684207695409,Fellas high protein bar classic,,Ireland,344.0,kcal,7.0,g,4.5,g,34.0,g,33.0,g,8.0,g,33.0,g,1.25,9.593023255813954,Fellas high protein bar classic | Unknown,-0.24599573330720753,40.28427676831613,0.7305216616463551,76.74643114363255,-2.1595316465906462,1.5404472444179473,-0.05446047357534388,47.828414967337466,0.21868216307682234,58.6551177747903,51.72517455037849
5060751992059,whipped protein bar peanut and salted caramel,Optimum nutrition,Ireland,226.44,kcal,7.6,g,3.9,g,23.0,g,2.5,g,6.1,g,20.0,g,0.285,8.832361773538244,whipped protein bar peanut and salted caramel | Optimum nutrition,0.8777823294630241,80.9969072149688,0.42818664343879764,66.5742380118821,0.7017680315398219,75.85880808031054,-0.2991751758143937,38.240319459358716,0.3531349539007516,63.80063653039356,72.5594036599351
4088600522555,High protein bar: peanut butter,Harvest Morn,"Ireland, United Kingdom",373.0,kcal,15.3,g,6.1,g,24.2,g,18.8,g,12.3,g,36.0,g,0.21,9.651474530831099,High protein bar: peanut butter | Harvest Morn,-0.523212165940218,30.041330806416532,0.7537538979411306,77.45014943201967,-0.8273855669364611,20.4009279266335,0.49936753675513723,69.12397576987897,-0.1398586124536556,44.438585114303486,48.832869479635
5391528850099,Protein Bar,All Real,Ireland,180.0,kcal,6.0,g,1.9,g,13.0,g,10.0,g,7.0,g,16.0,g,0.1,8.88888888888889,Protein Bar | All Real,1.3217109891691279,90.68677960347999,0.4506540968947406,67.3880564559299,-0.0018302499676702757,49.92698363118452,-0.18325768528010689,42.72979171691773,0.8013109233138491,78.85241656515696,76.8541885791563
710497382021,Protein bar chocolate brownie,Heraw (Health Food),Ireland,243.0,kcal,12.1,g,0.0,,22.5,g,14.7,g,2.1,g,11.1,g,0.0,4.567901234567901,Protein bar chocolate brownie | Heraw (Health Food),0.719482187242243,76.40780631981157,-1.266779888635045,10.261700258225515,-0.4427518397123653,32.89726208314146,-0.8143640226334458,20.771822136695345,1.2270780942562918,89.01033798372141,47.685953442986566
5391542913602,Caramel Crispy high protein,Broderick's,Ireland,432.0,kcal,17.0,g,9.8,g,45.0,g,30.0,g,3.8,g,24.0,g,0.62,5.555555555555555,Caramel Crispy high protein | Broderick's,-1.0872042185384119,13.847328344609972,-0.8742235490853798,19.0998261956599,-1.8780923339876494,3.018426743419317,-0.5954087627353486,27.578513477299794,-0.9689841558678863,16.627654724535702,15.94324939576517
8681185086533,Protein bar  hazelnut and cacao,Fellas,Ireland,362.5,kcal,8.125,g,4.375,g,43.75,g,34.375,g,5.9375,g,25.0,g,0.78125,6.896551724137931,Protein bar  hazelnut and cacao | Fellas,-0.4228406989524039,33.62057456826458,-0.3412267949554465,36.646642651442605,-2.28852466486702,1.1053492714633628,-0.3201047227164176,37.44444728355244,0.24669316116514095,59.74271501883872,33.74188145600331
5391532122250,Chocolate salted caramel,Fulfil protein bar,Ireland,205.0,kcal,8.4,g,1.8,g,16.0,g,0.62,g,0.68,g,20.0,g,0.124,9.756097560975611,Chocolate salted caramel | Fulfil protein bar,1.0827313058648085,86.05361479038625,0.7953377121090813,78.67914589685252,0.8781366674377,81.00652218363831,-0.9972560632542092,15.932011721436934,0.823719721784504,79.49505845881517,78.76567224716045
8681185086557,Protein Bar,Fellas,İrlanda,353.0,kcal,5.3,g,3.3,g,47.0,g,26.0,g,8.5,g,25.0,g,0.38,7.0821529745042495,Protein Bar | Fellas,-0.3320284192967625,36.99338998298738,-0.26745711065255784,39.455861619863256,-1.5028399171836535,6.6440164837071105,0.009938132277037633,50.39646758905826,0.4875877447246809,68.70790610428215,37.78991278594021
4088600522562,High protein bar: cookie dough flavour,Harvest Morn,"Ireland, United Kingdom",365.0,kcal,14.0,g,6.6,g,27.6,g,3.1,g,11.6,g,35.2,g,0.21,9.643835616438357,High protein bar: cookie dough flavour | Harvest Morn,-0.44673866728283584,32.75318798022919,0.750717709865581,77.35887187516725,0.6454801690192226,74.06919672593817,0.40920948856180295,65.88070341663204,-0.25190260480693,40.05581730780452,53.050867674211474
